tual2,"P. Krejcik, F.-J. Decker, Y. Ding, J.C. Frisch, Z. Huang, J.R. Lewandowski, H. Loos, J.L. Turner, J.W. Wang, M.-H. Wang, J.J. Welch [SLAC, Menlo Park, California, USA] C. Behrens [DESY, Hamburg, Germany] ","Commissioning the New LCLS X-band Transverse Deflecting Cavity with Femtosecond Resolution",308 311,
tual3,"R. Appio [MAX-lab, Lund, Sweden] P. Craievich, G. Penco, M. Veronese [Elettra-Sincrotrone Trieste S.C.p.A., Basovizza, Italy] P. Craievich [PSI, Villigen PSI, Switzerland] ","Absolute Bunch Length Measurements at Fermi@ELETTRA FEL",312 315,
tubl1,"O. Singh, B. Bacha, A. Blednykh, W.X. Cheng, J.H. De Long, A.J. Della Penna, K. Ha, Y. Hu, B.N. Kosciuk, M.A. Maggipinto, J. Mead, D. Padrazo, I. Pinayev, Y. Tian, K. Vetter, L.-H. Yu [BNL, Upton, Long Island, New York, USA] ","NSLS-II BPM and Fast Orbit Feedback System Design and Implementation",316 322,
tubl2,"J.D. Fox, J.M. Cesaratto, J.E. Dusatko, J.J. Olsen, K.M. Pollock, C.H. Rivetta, O. Turgut [SLAC, Menlo Park, California, USA] W. Höfle [CERN, Geneva, Switzerland] ","A 4 GS/s Feedback Processing System for Control of Intra-Bunch Instabilities",323 326,
tubl3,"R.J. Steinhagen [CERN, Geneva, Switzerland] M.J. Boland, T.G. Lucas [The University of Melbourne, Melbourne, Australia] ","A Multiband-Instability-Monitor for High-Frequency Intra-Bunch Beam Diagnostics",327 330,
tucl1,"E. Bravin [CERN, Geneva, Switzerland] ","Overview of Imaging Sensors and Systems Used in Beam Instrumentation",331 337,
tucl2,"Y. Hashimoto, T. Toyama [J-PARC, KEK  JAEA, Ibaraki-ken, Japan] T.M. Mitsuhashi, M. Tejima [KEK, Ibaraki, Japan] S. Otsu [Mitsubishi Electric System  Service Co., Ltd, Tsukuba, Japan] ","A Development of High Sensitive Beam Profile Monitor using Multi-Screen",338 341,
tucl3,"S.C. Duarte Pinto [Delft University of Technology, Opto-electronic Section, Delft, The Netherlands] J. Spanggaard [CERN, Geneva, Switzerland] ","Gas Electron Multipliers Versus Multi Wire Proportional Chambers",342 345,
tupc01,"B. Cheymol, C. Boehme (C. Böhme), I. Dolenc Kittelmann, H. Hassanzadegan, A. Jansson, T.J. Shea, L. Tchelidze [ESS, Lund, Sweden] ","Overview of the European Spallation Source Warm Linac Beam Instrumentation",346 348,
tupc02,"T.J. Shea, C. Boehme (C. Böhme), B. Cheymol, H. Hassanzadegan, E.J. Pitcher [ESS, Lund, Sweden] S.D. Gallimore [STFC/RAL/ISIS, Chilton, Didcot, Oxon, United Kingdom] H.D. Thomsen [ISA, Aarhus, Denmark] ","Proton Beam Measurement Strategy for the 5 MW European Spallation Source Target",349 352,
tupc03,"T. Plath, J. Roensch-Schulenburg (J. Rönsch-Schulenburg), J. Rossbach (J. Roßbach) [Uni HH, Hamburg, Germany] H. Schlarb, S. Schreiber, B. Steffen [DESY, Hamburg, Germany] ","Commissioning and Diagnostics Development for the New Short-Pulse Injector Laser at FLASH",353 356,
tupc05,"J. Sheppard, W.J. Corbett, S. Gilevich, E.N. Jongewaard, J.R. Lewandowski, P. Stefan, T. Vecchione, S.P. Weathersby, F. Zhou [SLAC, Menlo Park, California, USA] ","Laser and Photocathode Gun Instrumentation for the ASTA Accelerator Test Stand at SLAC",357 360,
tupc06,"V.A. Verzilov, P.S. Birney, D.P. Cameron, P. Dirksen, J.V. Holek, S.Y. Kajioka, S. Kellogg, M. Lenckowski, M. Minato, W.R. Rawnsley [TRIUMF, Canada's National Laboratory for Particle and Nuclear Physics, Vancouver, Canada] J.M. Abernathy, D. Karlen, D.W. Storey [Victoria University, Victoria, B.C., Canada] ","Status of Beam Diagnostic Systems for TRIUMF Electron Linac",361 364,
tupc07,"H.O.C. Duarte, S.R. Marques, L. Sanfelici [LNLS, Campinas, Brazil] ","Design and Impedance Optimization of the SIRIUS BPM Button",365 368,
tupc08,"L. Sanfelici, H.O.C. Duarte, S.R. Marques [LNLS, Campinas, Brazil] ","Design and Impedance Optimization of the LNLS-UVX Longitudinal Kicker Cavity",369 372,
