FR101,"Simon Yu (LBNL)","Overview of International Heavy Ion Fusion Experiments",,"heavy-ion, space-charge-dominated-beams, experiments"
TU472,"G. Bisoffi, V. Andreev, G. Bassato, G. Bezzon, S. Canella, F. Chiurlotto, A. Lombardi, A. M. Porcellato (INFN-Legnaro), E. Chiaveri (CERN), B. K. Sahu (NSC), W. Singer (DESY), T. Shirai (Kyoto Univ.), S. Y. Stark (SSC)","Superconducting RFQ's Approaching Beam Commissioning at INFN-Legnaro",,"radio-frequency-quadrupole, rf-structure, superconducting-rf, heavy-ion"
TU473,"A. K. Mitra, Z. T. Ang, R. Hohbach, R. E. Laxdal, J. Lu, and R. L. Poirier (TRIUMF)","Design, Test and Commissioning of A Dual Frequency Chopper for The TRIUMF ISAC Facility",,"chopper, radio-frequency, feedthrough, capacitor, inductor"
TU474,"N. Ouchi, N. Akaoka, H. Asano, E. Chishiro, K. Hasegawa, O. Takeda, H. Yoshikawa (JAERI), M. Matsuoka (MHI), T. Ohtani (MELCO), E. Kako, S. Noguchi, K. Saito (KEK)","Cold Test of 600 MHz Superconducting Cryomodule for High Intensity Proton Linac",,"superconducting-proton-linac, cryomodule, cold-test, pulsed-operation, Loarentz-force-detuning"
TU475,"Y. M. Park, Y. J. Lee, J. W. Sa, S. B. Jin, K. M. Kim, H. T. Kim, Y. K. Oh, Y. S. Kim (KBSI), K. KIM (SAIT)","Development of SC Bus-Line for The KSTAR Superconducting Magnet",,"cryogenics, superconducting-magnet, vacuum"
TU476,"I. E. Campisi, G. Ciovati, E. Daly, G. K. Davis, J. R. Delayen, M. Drury, P. Kneisel, J. Mammosser, T. Powers, J. Preble, C. E. Reece, M. Stirbet, H. Wang, K. M. Wilson, T. Whitlatch, M. Wiseman (TJNAF), M. Champion, S. Smee (SNS)","Results of The Cryogenic Testing of The SNS Prototype Cryomodule",,"cryogenics, rf-structure, superconducting-rf,"
TU477,"R. E. Laxdal, G. Clark, K. Fong, A. Mitra, M. Pasini, R. Poirier, I. Sekachev, G. Stanford (TRIUMF)","Superconducting Accelerator Activities at TRIUMF/ISAC",,"heavy-ion, superconducting, cryogenics, cryomodule, bulk-niobium"
TU479,"G. A. Westenskow, L. R. Bertolini, Y. -J. Chen, A. C. Paul, J. A. Watson (LLNL)","Design of The DARHT-II Downstream Beamline",,"induction, kicker"
TU480,"J. H. Suh, K. M. Ha, S. H. Jeong, S. J. Park, Y. J. Han, J. Y. Huang, and S. H. Nam (PAL)","Performance of the PLS High Precision Magnet Power Supplies",,"power-supply, BBA-shunt-controllers, unipolar-ramping-controllers, bipolar-digital-interface-structures"
TU482,"R. Maier*, U. Bechstedt, N. Bongers, J. Dietrich, O. Felden, R. Gebel, K. Henn, H. Jungwirth, A. Lehrach, N. Markgraf, U. Pfister, D. Prasuhn, P. von Rossen, A. Schnase, H. Schneider,Y. Senichev, R. Stassen, H. Stockhorst, R. Tolle, E. Zaplatin (FZ-Julich), A. Schempp  (IAP)","The Superconducting Injector Linac for The Cooler-Synchrotron COSY at FZ-Juelich",,"ion, linac, ion-source, superconducting-rf, radio-frequency-quadrupole, polarization"
TU483,"A. Ratti, J.J. Ayers, L. Doolittle, J.B. Greer, R. Keller, S. Lewis, C. Lionberger, M. Monroy, J. Pruyn, J. W. Staples, D. Syversrud, R. Thomae,  S. Virostek (LBNL)","Results of The SNS Front End Commissioning at Berkeley Lab",,"radio-frequency-quadrupole, diagnostics, emittance, h-minus, operational-performance"
TU484,"S. Lenci, E. Eisen, B. Stockwell (CPI)","Development of An 805-MHz, 550 kW Pulsed Klystron for The Spallation Neutron Source",,"klystron"
TU485,"S. Lenci, H. Bohlen, B. Stockwell, and E. Wright (CPI)","Recent Progress in CW Klystrons at CPI",,"klystron"
TU486,"E. S. Kim (PAL)","Simulation of The Muon Cooling Channel in Linear RF Systems",,"beam-cooling, transverse-dynamics"
TU487,"Marco Di Giacomo (CEA-Ganil )","LINAG1: A Low Energy, High Intensity Deuteron and Ion Linear Accelerator at Ganil",,"heavy-ion, linac, radio-frequency-quadrupole, superconducting-rf, superconducting-magnet"
WE101,"T. Shintake, T. Tanaka , T. Hara, K. Togawa, T. Inagaki, Y. J. Kim, T. Ishikawa, H. Kitamura, H. Baba (SPring-8/RIKEN), H. Matsumoto, Shigeru Takeda, M. Yoshida, Y. Takasu (KEK)","C-Band Linac System for SASE-FEL at SPring-8",,"free-electron-laser, cathode, insertion-device, linear-collider, emittance"
WE102,"D. Proch (DESY)","Techniques in High-Power Components for SRF Cavities - A Look to The Future",,"fundamental-power-couplers, HOM-damping, superconducting-cavities, performance-limitations, future-developments"
WE104,"K. Saito (KEK)","Techniques of SC Cavity Preparation for High Gradient",,"superconducting-rf, superconductivity, high-gradient, preparation, electropolishing"
WE201,"A. Schempp (IAP)","New Development in High Duty Cycle, High Current RFQ'S",,"radio-frequency-quadrupole"
WE202,"W. D. Reass, D. M. Baca, J. D. Doss, R. F. Gribble, T. W. Hardek, M. T. Lynch, D. E. Rees, P. J. Tallerico (LANL)","Design and Status of The Polyphase Resonant Converter Modulator System for The Spallation Neutron Source Linear Accelerator",,"modulator, accelerator, SNS, insulated-gate-bipolar-transistor, power-supply"
WE203,"Sang-ho Kim (ORNL)","Challenges and The Future of Reduced-Beta SRF Cavity Design",,"superconducting-rf, linac, elliptical-cavity, spoke-cavity"
WE204,"S. N. Simrock (DESY)","Lorentz Force Compensation of Pulsed SRF Cavities",,"superconducting-rf, radio-frequency, controls"
