MOC01,"Vo Van Thuan, Tran Thanh Minh, Nguyen Van Do, Tran Duc Thiep","ACCELERATOR RELATED ACTIVITIES IN VIETNAM",
MOC02,"A. Djaloeis, Sudjatmoko","ACCELERATOR TECHNOLOGY AND ITS APPLICATION IN INDONESIA",
MOC03,"J.E.Chen, J.X.Fang, K.Zhao","PROGRESS OF RFQ AND SUPERCONDUCTING ACCELERATORS AT PEKING UNIVERSITY",
MOC05,"Hitoshi TANAKA, Hirofumi HANAKI, Hiroto YONEHARA, Haruo OHKUMA, Noritaka KUMAGAI","RECENT PROGRESS OF THE SPring-8 FACILITY",
MOD01,"A.S. Raja Rao","STATUS OF SRS INDUS-2",
MOD02,"H.Yoshikawa and Accelerator Group","PRESENT STATUS OF HIGH-INTENSITY PROTON ACCELERATOR FACILITY IN JAPAN",
MOD05,"P. Faugeras","THE LHC PROJECT: STATUS AND PROSPECTS",
THAM01,"B.H. Choi, J.M. Han, Y.S. Cho, J.H. Lee, P.K. Joo, K.R. Kim, Y.K Kim, J.W. Park, H.J. Kwon, C.K. Park, K.H. Chung","STATUS OF THE KOMAC PROJECT",
THAM02,"Guan Xialing, Jiang weisheng, Cui Baocun, Peng Chaohua,Ding Dazhao, Fu Shinian,Yu Qingchang, Luo Zihua, Xu Wenwu, Ouyang Huafu, Xu Taoguang, Zhao shengchu, Zhang Zonghua, Li Jian, Fang Shouxian, Fang Jiaxun, Guo Zhiyu","THE ACTIVITIES OF HPPA TECHNOLOGY RELATED TO ADS IN CHINA",
THAM04,"M. Tomizawa, S. Arai, Y. Arakaki, M. Okada, K. Niki and Y. Takeda","LINAC COMPLEX FOR RI BEAMS IN JAERI-KEK JOINT FACILITY",
THAU01,"Tianjue Zhang, Xialin Guan, Zhenguo Li, Jiuchang Qin, Bingfan Yang, Chengjie Chu, Baoqun Cui, Xiulong Wang, Xingdong Jiang, Shuhe Xu, Mingwu Fan, Zhixiang Zhao","RESEARCH ACTIVITIES RELATED TO LOW ENERGY ACCELERATORS IN CIAE",
THAU03,"G. Dutto, P. Bricault, R. Baartman, K. Fong, R.E. Laxdal, G. Mackenzie, M. Pasini, R. Poirier, P.W. Schmor, G. Stinson, A. Facco","COMPLETION OF THE ISAC-I ACCELERATOR FOR RADIOACTIVE IONS AND EXTENSION TO ISAC-II",
THAU04,"A. Kitagawa, M. Endo, M. Hosaka, T. Kanai, M. Kanazawa, S. Koda, S. Minohara, T. Murakami, K. Noda, M. Suda, T. Tomitani, M. Torikoshi, E. Urakabe, S. Yamada, K. Yoshikawa, H. Mizuno, T. Nishio, M. Shinbo, Y. Futami, J. Pawelke, K. Hanawa, Y. Iseki, etc.","RADIOACTIVE BEAM PROJECT AT HIMAC",
THAU05,"G.N.Kim,Y.S.Lee, D.SON, H. S. Kang, M. H. Cho, I. S. Ko and W. Namkung","POHANG NEUTRON FACILITY BASED ON 100-MeV ELECTRON LINAC",
THAU06,"Tran Thanh Minh,  Nguyen van Do","A MT-17 ELECTRON ACCELERATOR AND NUCLEAR ISOMERS STATES STUDY",
THBM03,"PEI Guoxi","BEPCII INJECTOR DESIGN CONSIDERATIONS",
THBM04,"V.A. Kushnir, K.I. Antipov, M.I. Ayzatsky, Yu.I. Akchurin, V.I. Beloglasov, E.Z. Biller, V.N. Boriskin, N.V. Demidov, N.P. Diky,  A.N. Dovbnya, L.S. Dovbush, V.A. Gurin, S.P. Karasyov, V.A. Kosmin, V.V. Mitrochenko, L.K. Myakushko, T.F. Nikitina, etc.","THE NSC KIPT ELECTRON LINACS - R&D AND APPLICATION",
THBM05,"Wei Shi, Lin Yuzheng, Toshiyashu Higo","A NEW METHOD FOR DISPERSION CURVES OF HOM IN PERIODICAL AXISYMMETRIC ACCELERATING STRUCTURES",
THBU01,"Guo Zhiyu, Ma Hongji, Liu Kexin, Jiang Shan, Jiang Songsheng, Chen Mobai, Liu Yonghao","DEVELOPMENT OF ACCELERATOR MASS SPECTROMETRY IN CHINA",
THBU02,"H. N. Brown, G. Bunce, R. M. Careyl, P. Cushman, G. T .Danby, P. T. Debevec, M. Deile,H. Deng, W. Deninger, S. K. Dhawan, V. P. Druzhinin, L. Duong, E. Efstathiadisl,F. J. M. Farley, G. V. Fedotovich, S. Giron, F. Gray, D. Grigoriev, etc.","PRECISION MEASUREMENT OF MUON G-2 AND ACCELERATOR RELATED ISSUES",
THBU03,"E.O. Popov, O.P. Korovin, S.S. Karatetskii, V.N. Shrednik","ECONOMICAL CHARGE PARTICLE SOURCE FOR INDUSTRIAL ACCELERATORS",
THBU05,"H. Wiedemann","ELECTROMAGNETIC RADIATION FROM LOW ENERGY ELECTRON BEAMS",
THBU06,"","ECR ION SOURCE BASED LOW ENERGY ION BEAM FACILITY",
THCM01,"Lu Jian-Qin","LIE METHOD ANALYSIS FOR THE NONLINEAR TRANSPORT OF INTENSE BEAM WITH K-V DISTRIBUTION",
THCM03,"Ge Jun","APPLICATION OF FOKKER-PLANCK EQUATION IN THE RESEARCH OF BEAM LONGITUDINAL INSTABILITY",
THCM04,"A. D. Ghodke, D. Angal-Kalinin and G Singh","KICKER CHAMBER METALLIZATION INDUCED EFFECTS ON THE BEAM IN INDUS-1",
THCM06,"Yang Jian-hua, Zhang Ya-zhou, Zhang jian-de, Liu jin-liang, Li chun-lu","THE PROPAGATION OF ANNULAR IREBS IN PERIOD PERMANENT MAGNETIC (PPM) FIELD",
THDM01,"Z.M. Dai, G.M. Liu, N. Huang","THE SSRF STORAGE RING MAGNET LATTICE DESIGN",
THDM03,"Z. Fang, S. Fukuda","INSTABILITY CAUSED BY BACKSTREAMING ELECTRONS IN KLYSTRON",
THDM04,"V C Kempson, Chew E P, T. Nyunt, Li Z., Ping Y, H O Moser","COMMISSIONING AND SUBSEQUENT PERFORMANCE ENHANCEMENTS TO THE HIGH FLUX SYNCHROTRON RADIATION SOURCE HELIOS 2 AT THE SSLS",
THDM06,"S.V.Miginsky, V.V.Anashin, V.S.Arbuzov, V.P.Bolotin, V.M.Borovikov, A.A.Bushuyev, V.P.Cherepanov, B.A.Dovzhenko, Y.A.Evtushenko, N.G.Gavrilov, E.I.Gorniker, B.A.Gudkov, M.A.Kholopov, V.V.Kolmogorov, E.I.Kolobanov, A.A.Kondakov, D.A.Korshunov, etc.","STATUS OF A 2-MeV CW RF INJECTOR FOR THE NOVOSIBIRSK HIGH-POWER FEL",
THP002,"J.P. Dai, Y.X. Luo, D.M. Li and J.B. Zhang","DEVELOPMENT OF THE BUNCHING SYSTEM OF THE SSRF LINAC",
THP004,"J.M. Han, H.H. Lee, K.Y. Seo, H.J. Kweon, Y.S. Cho, B.H. Choi","3.0 MeV KTF RFQ LINAC",
THP005,"Yuan Hu, Chuanxiang Tang, Yuzheng Lin","DYNAMIC ANALYSIS OF X-BAND DAW (DISK-AND-WASHER) ACCELERATING STRUCTURE",
THP008,"L. Shen","THE APPLICATION OF THYRISTOR AC POWER CONTROLLER IN BEPC MODULATORS",
THP010,"A.N. Dovbnya, V.V. Zakutin, N.G. Reshethyak, V.P. Romas'ko, Yu.Ya.Volkolupov, M.A. Krasnogolovets","PULSE MODULATORS FOR FEEDING MAGNETRON GUNS",
THP011,"V.N.Volkov, S.G.Konstantinov, A.M.Kudryavtsev, O.K.Myskin, V.M.Petrov, A.G.Tribendis","APPLICATION OF AUTOCATHODE IN A SUPERCONDUCTING ELECTRON RF INJECTOR FOR THE INDUSTRY ACCELERATOR",
THP012,"Xiang Wei, Zhao Weijiang, Han Baoxi,Zeng Baoqing, Yang Zhonghai","COMPUTER SIMULATIONS OF IMPEDANCE CHARACTERISTICS FOR MAGNETICALLY INSULATED DIODES",
THP013,"YU Qingchang, OUYANG Huafu, XU Taoguang, GUAN Xialing","CONCEPTUAL STUDY OF HIGH POWER PROTON LINAC FOR ACCELERATOR DRIVEN SUBCRITICAL NUCLEAR POWER SYSTEM",
THP014,"Yu Jinxiang, Chen Jiaer, Ren Xiaotang, Song Zhizhong, Wang Zhongyi, Zhang Zhengfang, Lu Yuanrong, Li Weiguo, Fang Jiaxun","INVESTIGATION OF ION SOURCES AND INJECTOR USED IN RFQ ACCELERATOR",
THP015,"Zhao Fengli, Huang Yongqing","1KW S-BAND RF SOLID STATE AMPLIFIER FOR BEPC LINAC MICROWAVE DRIVER SYSTEM",
THP017,"E.I. Antokhin, I.N.Churkin, V.V. Demenev, O.B.Golubenko, V.N.Korchuganov, A.B. Ogurtsov, E.P.Semenov, A.G.Steshov, S.F. Mikhailov, L.Rivkin, Ch. Vollenweider, J.A.Zichy","PRECISE MAGNETIC MEASUREMENTS OF THE SLS STORAGE RING MULTIPOLES: MEASURING SYSTEM AND RESULTS",
THP020,"V. Blinov, A. Bogomyakov, N. Ilduganov, S. Karnaev, O. Meshkov, S. Nikitin, I. Nikolaev, E. Shubin, V. Tsukanov, N. Zinevitc","POLARIZATION MEASUREMENT SYSTEM ON THE VEPP-4 COLLIDER AT LOW ENERGY RANGE",
THP021,"L.X.Yin, D.K.Jiang, H.W.Du, X.L.Jiang","THE VACUUM CHAMBER FOR THE SSRF STORAGE RING",
THP023,"Sun Feng-ju,  Qiu yu-chang, Zeng Jiang-tao, Yin Jia-hui,  Qiu Ai-ci,  Kuai Bin","EXPERIMENTAL STUDY OF THE MULTIGAP MULTICHANNEL GAS SPARK CLOSING SWITCH",
THP024,"Zhao Shengchu, Sun Hong, Sun An, Zhou Demin","DESIGN STUDY ON THE 1.3GHz SCALED SUPERCONDUCTING CAVITY FOR HIGH INTENSITY PROTON LINAC",
THP025,"W. Z. Zhang, D. S. Zhang, W. L. Zhan","RF SYSTEM AT HIRFL-CSR MAIN RING",
THP026,"J. Zhang, J. Cheng","DESIGN OF BEPC-II POWER CONVERTER SYSTEM",
THP029,"J.D. Zhang, Z. Cao, F.L. Ren, Q.G. Zhou, L.H. Zhang, Y. Li, H.P. Yan, A.L. Zhang, Y.B. Zhao","DESIGN AND FABRICATION OF A ROTATING COIL MAGNETIC MEASUREMENT SYSTEM",
THP030,"Z. Zhao, Z.Y. Guo, D.K.Liu,L. Ma, Q. Qin, J.Q. Wang, G. Xu","THE BUNCH LENGTH MEASUREMENT OF BEPC WITH A STREAK CAMERA",
THP031,"Q.W. Zheng, S.H. Zhang, Y.H. Gao, Q. Yu, M.F. Yu","MEASUREMENT OF SSC RF CAVITY VOLTAGE WITH X-RAY SPECTRUM METHOD",
THP033,"W.M. Zhou, Y.Z. Chen,  K.R.Ye,  W.X.Cheng, Y. Yang","THE CALIBRATION OF SSRF BPM",
THP034,"Q. G. Zhou, Z. Cao, Y. L. Sun, J. F. Zhang, C. Chen, J. D. Zhang,F. L. Ren, H. P. Yan, L. H. Zhang, Y. Li, Y. B. Zhao, A. L. Zhang","DESIGN AND MEASUREMENT OF THE SSRF MAGNET PROTOTYPES",
THP036,"W. Ghaly, T. Masaki, Y. Kishimoto and M. Uesaka","NUMERICAL ANALYSIS OF PULSED NEUTRON GENERATION FROM 12 TW 50 fs LASER WITH DEUTERIUM CLUSTER",
THP037,"M.S. Avilov, K.V. Gubin, N.Kh. Kot, N.N. Lebedev,  P.V. Logatchev, P.V. Martyshkin,  S.N. Morozov, I.L. Pivovarov, S.V. Shiyankov, A.A. Starostenko, L. Tecchio","PROJECT OF DEUTERON ACCELERATOR BASED CARBON TARGET FOR NEUTRON PRODUCTION",
THP038,"A.V. Aleksandrov, A. Andrighetto, P.A. Bak, N.Kh. Kot, P.V. Logatchev, S.V. Shiyankov, L. Stroe,  L. Tecchio","THE PROTOTYPE OF RADIOACTIVE ION SOURCE",
THP040,"M.S.Avilov, K.V.Gubin, N.Kh.Kot, P.V.Logatchev, P.V.Martyshkin, S.N.Morozov, S.V.Shiyankov, A.A.Starostenko","PROJECT OF PROTON ACCELERATOR BASED TARGET FOR NEUTRON PRODUCTION",
THP041,"Y. Iwashita","HIGH GRADIENT RF CAVITIES FOR PHASE SPACE MANIPULATION OF MUONS",
THP043,"YU Qingchang, XU Taoguang, OUYANG Huafu,GUAN Xialing","A PROTON ACCELERATOR COMPLEX FOR SPALLATION NUETRON SOURCE AND OTHER APPLICATION",
THP044,"A. Fukasawa, H. Iijima, M. Uesaka, J. Urakawa, T. Higo, M. Akemoto, H. Hayano","COMPACT HARD X-RAY SOURCE VIA INVERSE COMPTON SCATTERING BASED ON THE X-BAND LINAC",
THP045,"M. KANAZAWA, T.KANAI, A.KITAGAWA, T.MURAKAMI, K.NODA, M.SUDA,E.URAKABE, K.SATO,Y.ISEKI, Y.HIRATA, H.MIZUNO, T. TOMITANI","BEAM CONTROL IN THE SPOT SCANNING IRRADIATION",
THP047,"Yu. Belchenko, G. Derevyankin, G. Dimov, A. Dranichnikov, G. Kraynov, A. Krivenko, N. Kuksanov, V. Palchikov, M. Petrichenkov, V. Prudnikov, R. Salimov, V. Savkin, V. Shirokov, G. Silvestrov, I. Sorokin, S. Taskaev and M. Tiunov","STATUS OF HIGH-CURRENT ELECTROSTATIC ACCELERATOR -TANDEM FOR THE NEUTRON THERAPY FACILITY",
THP051,"M.Fukuda,T.Hirose,I.Sakai,T.Aoki,M.Washio,T.Iimura,Y.Kurihara,T.Okugi,T.Omori,J.Urakawa","POLARIMETRY OF SHORT PULSE GAMMA-RAYS AND POSITIONS",
THP052,"Eiichi KADOKURA , Shuichi NOGUCHI","BEAM OPERATION AND SAFETY SYSTEM FOR THE PROTON LINAC OF THE JAERI/KEK JOINT PROJECT",
THP053,"A.M. Kozodaev, O.V. Shvedov, P.V.Bogdanov, A.A. Drozdovsky, N.D. Gavrilin, M.M. Igumnov,
V.N. Konev, N.V. Lazarev, D.A. Liakin, A.M. Raskopin, V.V. Seliverstov, G.G. Shimchuk, V.S. Skachkov, E.B. Volkov","CONSTRUCTION OF SMALL-SCALE MULTIPURPOSE ADS AT ITEP",
THP054,"J. H. Lee, J. S. Lee, J. K. Kil, J. H. Ha and B. H. Choi","DEVELOPMENT OF SEMI-MASS PRODUCTION APPARATUS FOR ANTISTATIC IC TRAY WITH LOW ENERGY ION BEAM",
THP057,"Peng Shixiang, Liu Kexin, Guo Zhiyu, Ma Hongji, Yuan Jinglin","A NEW GAS STRIPPER DESIGN FOR PKUAMS",
THP059,"H.Sato, M.Shirakata, K.Marutsuka, N.Tokuda, T.Suzuki, Y.Kanda, A.Marui, S.Takakura, Y.Morita","FLOOR LEVEL MOTION AND WATER PRESSURE IN THE SOIL OF THE KEK-PS TUNNEL",
THP060,"V.V.Seliverstov,  M.M.Igumnnov, V.N.Konev, A.M.Kozodaev, O.V.Shvedov, E.B.Volkov","THE ITEP'S EXPERIMENTAL ADS DISTINCTIVE FEATURES RELATED TO PULSE MODE OF THE LINAC",
THP061,"Y. W. Su, H. Z. Zheng, X. L. Zhu, S. W. Li","RADIATION PROTECTION OF CSR",
THP062,"Zhang huayi, Tang huaping","DESIGN AND EVALUATION FOR THE SHIELDING SYSTEM OF THE 9 MeV TRAVELLING WAVE LINAC",
THP063,"Qingbin Wang, Ming Zhao, Qingjiang Zhang","MEASUREMENTS OF RADIATION DOSE LEVEL AROUND 3W1 BEAMLINE OF BEPC",
THP064,"Gao Hui, Wang Weibin, Chen Wentong, Li Weiming","THE DESIGN OF HLS VOLTAGE NETWORK MONITORING SYSTEM BASED ON AD7756",
THP065,"Yang Bingfan, Qin Jiuchang, Hu Yueming, Zhang Guilian, Guan Xialing, Hou Deyi, Zhou Lipeng, Su Shengyong, Kan Chaoxin, Huang Qinghua, Fan Hongsheng","STATUS REPORT AND TUBE UP-GRADE OF HI-13 TANDEM ACCELERATOR AT CIAE",
THP066,"M. Suetake, N. Akasaka, Y. Ohnishi","THE KEKB TIMING SYSTEM",
THP069,"Sher Alam, M. O. Rahman, C. Bentley and M. Ando","BASICS OF SURFACE AND VOLUME FEL'S",
THP073,"K. H. Kim , J. Choi, T-Y Lee, Yujong Kim, C. Kim, E. J. Jeon, Guinyun Kim,M. H. Cho, W. Namkung, and I. S. Ko","SIMULATOR OF GLOBAL ORBIT FEEDBACK SYSTEM FOR PLS USING EPICS",
THP075,"I. H. Yu, J. S. Yang, D. T. Kim, W. H. Hwang, M. H. Chun, H. S. Kang, J.Y. Huang, S. H. Nam","UPGRADE OF LOW LEVEL RF FEEDBACK SYSTEM FOR PLS STORAGE RING",
THP077,"Eun-San Kim, Il-Moon Hwang and Moohyun Yoon","LONGITUDINAL COUPLED-BUNCH INSTABILITIES IN THE PLS STORAGE RING",
THP079,"M. S. Hong, K. R. Kim, H. C. Kwon, C. K. Kim and C. W. Chung","WELDING CHARACTERISTICS OF PLS U10 UNDULATOR VACUUM CHAMBER",
THP080,"V.L.Auslender, O.Yu.Bazhenov, V.G.Cheskidov, M.M.Karliner, G.I.Kuznetsov, I.G.Makarov, G.N.Ostreiko, A.D.Panfilov, M.A.Tiunov, V.O.Tkachenko","HIGH POWER ELECTRON ACCELERATOR FOR ENERGY 5-10 MeV",
THP081,"N.I.Aizatsky, A.N.Dovbnya, V.V.Zakutin, N.G.Reshetnyak, V.P.Romas'ko,Yu.Ya.Volkolupov, M.A.Krasnogolovets","GENERATION OF ELECTRON BEAMS IN MAGNETRON GUNS WITH SECONDARY EMISSION CATHODES OF A SMALL DIAMETER",
THP082,"Peng Zhao-hua","THERMAL CALCULATION AND DESIGN OF THE RFQ CAVITY",
THP083,"Shengguang Liu, Yonggui Li","THE SYNCHRONIZATION SYSTEM BETWEEN RF WAVE AND THE LASER PULSE IN THE PHOTOINJECTOR",
THP084,"BaoQun Cui, YiWen Bao, LiQiang Li, WeiSheng Jiang, RongWen Wang","MICROWAVE ION SOURCE FOR ACCELERATOR DRIVEN SUBCRITICAL SYSTEM",
TUAM01,"Zuping Liu, Weimin Li","PROGRESS OF THE NSRL PHASE II PROJECT",
TUAM02,"S. Y. Chen, H. J. Xu and Z. T. Zhao","THE SSRF ACCELERATOR COMPLEX",
TUAM04,"A.M.Batrakov, E.A.Bekhtenev, V.M.Borovikov, V.K.Djurba, M.G.Fedurin, V.V.Repkov, G.V.Karpov, S.V.Khruschev, G.N.Kulipanov, M.V.Kuzin, V.K.Lev, N.A.Mezentsev, V.A.Shkaruba","SUPERCONDUCTING WAVE LENGTH SHIFTERS AND MULTIPOLE WIGGLERS DEVELOPED IN BUDKER INP",
TUAM05,"S. Shiroya, A. Yamamoto, H. Moriyama, H. Unesaki, M. Inoue, T. Misawa and Y. Kawase","PRESENT STATUS OF NEUTRON FACTORY PROJECT AT KURRI",
TUAM06,"A. D. Ghodke, D. Angal-Kalinin, A. Banerjee, D. D. Bhawalkar, A. A. Fakhri, P. Fatnani, P. R. Hannurkar, Pradeep Kant, M. G. Karmarkar, S. Kotaiah, Pradeep Kumar, S. P. Mhaskar, S. S. Prabhu, M. Pravinkumar, A. S. Raja Rao, G. K. Sahoo, S. K. Shukla, etc.","STATUS OF INDUS-1 SYNCHROTRON RADIATION SOURCE",
TUAU01,"G. Guignard ","PROGRESS ON THE CLIC LINEAR COLLIDER STUDY ",
TUAU02,"J.W Flanagan, M. Arinaga, S. Hiramatsu, T. Ieiri, H. Ikeda, H. Ishii, E. Kikutani, T. Mimashi, K. Mori, T. Mitsuhashi, H. Mizuno, M. Tejima and M. Tobiyama","OVERVIEW OF BEAM INSTRUMENTATION FOR HIGH-INTENSITY STORAGE RINGS",
TUAU03,"K.R.Ye, W.M.Zhou, Y.Z. Chen, Y.Yang, R.X.Yuan, S.H Tang, Z.P.Liu, W.Xiong, Y. Sun","THE BEAM INSTRUMENTATION OF SSRF",
TUAU04,"Huang Gang, Zheng Shu-xin, Huang Wen-hui, Tong De-chun, Lin Yu-zheng, Zhao Zhen-tang","LONGITUDINAL BROADBAND IMPEDANCE MEASUREMENT SYSTEM ",
TUAU05,"Chitrlada Settakorn","NONDESTRUCTIVE BUNCH LENGTH MEASUREMENT WITH COHERENT DIFFRACTION RADIATION",
TUAU06,"Shifu Xu, Jijiu Zhao","THE EPICS PROTOTYPE WITH IOC ON LINUX PLATFORM",
TUBM01,"M. Cornacchia","THE PATH TOWARDS X-RAY FREE-ELECTRON LASERS",
TUBM02,"T. Shintake","SOFT-X-RAY SASE-FEL PROJECT AT SPring-8 JAPAN",
TUBM03,"B.C. Lee, Y.U. Jeong, S.O Cho, S.H. Park","FREE ELECTRON LASER PROJECTS AT KAERI",
TUBM04,"N.A. Vinokurov, A.M. Batrakov, V.P. Bolotin, etc.","STATUS OF THE NOVOSIBIRSK HIGH POWER FREE ELECTRON LASER",
TUBU04,"S. G. SHENG, G. Q. LIN, Q. GU, D. M. LI","ELECTRON GUN FOR SSRF",
TUBU05,"S. Rimjaem, N. Chirapatpimol, T. Vilaithong, H. Wiedemann, C. Settakorn","RF-GUN OPTIMIZATION FOR FEMTO-SECOND ELECTRON BUNCHES",
TUBU06,"Xiaofu Du, Chuanxiang Tang","A MICROWAVE THERMIONIC GUN WITH HARMONIC CAVITY",
TUCM01,"S.H. Nam, E.S. Park, M.G. Kim, E.S. Kim, T.-Y. Lee, S.J. Park, J.Y. Huang and M.H. Yoon","OPERATIONAL STATUS OF THE POHANG LIGHT SOURCE",
TUCM02,"S. Asaoka, K. Haga, T. Honda, Y. Hori, M. Izawa, T. Kasuga, M. Kobayashi, Y. Kobayashi, H. Maezawa, A. Mishina, T. Mitsuhashi, T. Miyajima, H. Miyauchi, S. Nagahashi, T. Nogami, T. Obina, K. Ohmi, C.O. Pak, S. Sakanaka, Y. Sato, T. Shioya, M. Tadano,etc","STATUS REPORT ON THE KEK PHOTON FACTORY",
TUCM03,"Caitu Shi and Yonglian Yan","PRESENT STATUS OF INSERTION DEVICES AT THE BEPC",
TUCM04,"Xiangyang Lu, Rong Xiang, Kui Zhao, Lifang Wang, Shengwen Quan, Jiankui Hao, Baocheng Zhang, Jia’er Chen","THE STUDY OF DRIVE LASER SYSTEM FOR PHOTO-INJECTOR",
TUCM05,"D.M Li, Y.X Luo, S.G Sheng, J.P Dai, G.Q Lin, Q.Gu, J.B Zhang","THE SCHEME AND CONSTRUCTION PROGRESS OF SSRF INJECTOR",
TUCM06,"Y.C. Huang, A.C. Chiang and Y.Y. Lin","A DIAMOND CO2 LASER-DRIVEN TEST ACCELERATOR",
TUDM01,"T. Vilaithong, N. Chirapatpimol, M.W. Rhodes, C. Settakorn, S. Rimjaem, J. Saisut, P. Wichaisirimongkol, H. Wiedemann","SURIYA, A SOURCE OF FEMTO-SECOND ELECTRON AND PHOTON PULSES",
TUDM02,"Yu.Ya. Volkolupov, M.A. Krasnogolovets, M.A. Ostriszhnoy, V.I. Chumakov","PROJECT OF DESIGNING IN KhTURE HIGH-ENERGY PLASMA ACCELERATOR",
TUDM03,"T.Ohgaki,I.Endo,M.Andreyashikin,K.Chouffani,K.Goto,S.Masuda,K.Matsukado,T.Takahashi,K.Yoshida","RELATIVISTIC ELECTRON FACILITY FOR EDUCATION AND RESEARCH AT HIROSHIMA UNIVERSITY",
TUDM04,"B. C. Zhang, K. Zhao, J. K. Hao, S. W. Quan, L. F. Wang, D. L. Xie, X. Y. Lu, F. Zhu, R. Xiang, S. L. Huang, A. J. Gu, J. J. Zhuang, J. E. Chen","HIGH AVERAGE CURRENT SUPERCONDUCTING ACCELERATOR AT PEKING UNIVERSITY",
TUDM05,"J. Yang, M. Yorozu, Y. Okada, T. Yanagida, F. Sakai, S. Ito, K. Takasago, A. Endo","DEVELOPMENT OF HIGH-BRIGHTNESS FEMTOSECOND X-RAY SOURCE",
TUDM06,"H. Yamada, T. Ozaki, Y. Sakai, D. Hasegawa, Y. Kitazawa, I. Tohyama","SUCCESSFUL BEAM INJECTION TO THE SMALLEST SYNCHROTRON AND BRILLIANT X-RAYS PRODUCTION",
TUP001,"M.Akemoto,Y.H.Chin,Y.Sakamoto","HIGH-POWER KLYSTRON MODULATOR USING SOLID-STATE IGBT MODULES",
TUP003,"J.Cao, L.Ma, L.Wang, X.Wen, Q.Ye, Z.Zhao","BEPC STORAGE RING BEAM LOSS MONITOR SYSTEM DESIGN",
TUP004,"S.Y.CHEN, J.H.CHEN, J.CHENG","LABVIEW'S APPLICATION IN CYCLIC EXAMINATION OF POWER SUPPLY",
TUP005,"M.H. Chun, H.S. Kang, J.S. Yang, S.H. Nam and Y.S. Kim","HIGH POWER RF SYSTEM AND ITS UPGRADE PLAN FOR THE PLS STORAGE RING",
TUP007,"H.Y. Dong, H. Song, S.L. Lin, X.P. Peng, T.Z. Qi, C.J. Zhang, Q. Li","IMPROVEMENT OF VACUUM SYSTEM FOR BEPC INTERACTION REGION",
TUP008,"K. Ebihara, H. Nakanishi and E. Ezura","RF HIGH POWER WATER-LOADS FOR KEKB",
TUP009,"K. Endo, K. Mishima, S. Ninomiya and Z. Fang, K. Amanuma,K. Furuya,Y. Ishi, S. Fukumoto, A. Teramoto,G. I. Silvestrov","RESONANT PULSE POWER SUPPLY FOR COMPACT PROTON AND/OR HEAVY ION SYNCHROTRON",
